description,type,name,region_s,year,price
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,West Midlands,1992,5.8000002
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,Yorkshire & Humber,1992,5.8499999
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,North West,1992,6.3000002
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,North,1992,5.75
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,Wales,1992,6
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,Scotland,1992,5.8000002
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,Northern Ireland,1992,7.0599999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,London,1992,.28999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,South East,1992,.28999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,South West,1992,.28999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,East Anglia,1992,.28999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,East Midlands,1992,.28
CREAM CRACKERS PACK 200G-300G,Food,Crackers,West Midlands,1992,.28999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,Yorkshire & Humber,1992,.28
CREAM CRACKERS PACK 200G-300G,Food,Crackers,North West,1992,.28
CREAM CRACKERS PACK 200G-300G,Food,Crackers,North,1992,.28
CREAM CRACKERS PACK 200G-300G,Food,Crackers,Wales,1992,.28
CREAM CRACKERS PACK 200G-300G,Food,Crackers,Scotland,1992,.285
CREAM CRACKERS PACK 200G-300G,Food,Crackers,Northern Ireland,1992,.28999999
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,London,1992,12.99
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,South East,1992,16.74
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,South West,1992,16.75
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,East Anglia,1992,16.75
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,East Midlands,1992,16.75
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,West Midlands,1992,16.75
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,Yorkshire & Humber,1992,16.75
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,North West,1992,14.99
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,North,1992,16.75
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,Wales,1992,14.5
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,Scotland,1992,16.75
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,Northern Ireland,1992,16.75
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,London,1992,20.75
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,South East,1992,22.5
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,South West,1992,25.5
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,East Anglia,1992,22.5
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,East Midlands,1992,21.5
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,West Midlands,1992,22.5
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,Yorkshire & Humber,1992,21.5
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,North West,1992,22.5
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,North,1992,22.5
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,Wales,1992,19.99
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,Scotland,1992,22.5
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,Northern Ireland,1992,18.99
LADIES HAND/SHLDER BAG,Presents,Handbag,London,1992,18
LADIES HAND/SHLDER BAG,Presents,Handbag,South East,1992,16.99
LADIES HAND/SHLDER BAG,Presents,Handbag,South West,1992,15.99
LADIES HAND/SHLDER BAG,Presents,Handbag,East Anglia,1992,19.99
LADIES HAND/SHLDER BAG,Presents,Handbag,East Midlands,1992,11.99
LADIES HAND/SHLDER BAG,Presents,Handbag,West Midlands,1992,14.99
LADIES HAND/SHLDER BAG,Presents,Handbag,Yorkshire & Humber,1992,14.99
LADIES HAND/SHLDER BAG,Presents,Handbag,North West,1992,15.99
LADIES HAND/SHLDER BAG,Presents,Handbag,North,1992,15.99
LADIES HAND/SHLDER BAG,Presents,Handbag,Wales,1992,15
LADIES HAND/SHLDER BAG,Presents,Handbag,Scotland,1992,15.99
LADIES HAND/SHLDER BAG,Presents,Handbag,Northern Ireland,1992,15
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,London,1992,1.05
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,South East,1992,1.05
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,South West,1992,1.05
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,East Anglia,1992,1.05
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,East Midlands,1992,1.05
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,West Midlands,1992,1.05
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,Yorkshire & Humber,1992,1.05
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,North West,1992,1.05
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,North,1992,1.05
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,Wales,1992,1.05
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,Scotland,1992,.99000001
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,Northern Ireland,1992,1.05
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",London,1992,17.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",South East,1992,17.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",South West,1992,19.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",East Anglia,1992,19.950001
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",East Midlands,1992,14.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",West Midlands,1992,16.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",Yorkshire & Humber,1992,15.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",North West,1992,14.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",North,1992,16.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",Wales,1992,13.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",Scotland,1992,20.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",Northern Ireland,1992,27.5
WOMEN'S JUMPER,Presents,"Jumper, woman's",London,1992,14.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",South East,1992,16.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",South West,1992,17.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",East Anglia,1992,19.744999
WOMEN'S JUMPER,Presents,"Jumper, woman's",East Midlands,1992,16.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",West Midlands,1992,16.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",Yorkshire & Humber,1992,18.49
WOMEN'S JUMPER,Presents,"Jumper, woman's",North West,1992,17.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",North,1992,19.950001
WOMEN'S JUMPER,Presents,"Jumper, woman's",Wales,1992,17.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",Scotland,1992,19.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",Northern Ireland,1992,19.99
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,London,1992,2.6014514
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,South East,1992,2.6014514
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,South West,1992,2.7337289
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,East Anglia,1992,2.7778211
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,East Midlands,1992,2.7998674
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,West Midlands,1992,2.5573592
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,Yorkshire & Humber,1992,2.6014514
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,North West,1992,2.5353129
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,North,1992,2.5794053
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,Wales,1992,2.5132668
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,Scotland,1992,4.1667318
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,Northern Ireland,1992,4.3871937
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,London,1992,9.9899998
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,South East,1992,13.99
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,South West,1992,13.99
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,East Anglia,1992,15.95
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,East Midlands,1992,13.99
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,West Midlands,1992,8.1999998
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,Yorkshire & Humber,1992,8.9899998
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,North West,1992,13.49
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,North,1992,10.49
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,Wales,1992,10.19
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,Scotland,1992,10.99
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,Northern Ireland,1992,16.725
ORANGES-CLASS 1-EACH,Food,Oranges,London,1992,.22
ORANGES-CLASS 1-EACH,Food,Oranges,South East,1992,.2
ORANGES-CLASS 1-EACH,Food,Oranges,South West,1992,.2
ORANGES-CLASS 1-EACH,Food,Oranges,East Anglia,1992,.2
ORANGES-CLASS 1-EACH,Food,Oranges,East Midlands,1992,.19
ORANGES-CLASS 1-EACH,Food,Oranges,West Midlands,1992,.2
ORANGES-CLASS 1-EACH,Food,Oranges,Yorkshire & Humber,1992,.2
ORANGES-CLASS 1-EACH,Food,Oranges,North West,1992,.2
ORANGES-CLASS 1-EACH,Food,Oranges,North,1992,.2
ORANGES-CLASS 1-EACH,Food,Oranges,Wales,1992,.21000001
ORANGES-CLASS 1-EACH,Food,Oranges,Scotland,1992,.22
ORANGES-CLASS 1-EACH,Food,Oranges,Northern Ireland,1992,.22
VEGETABLE PICKLE 280-520G,Food,Pickle,London,1992,.62
VEGETABLE PICKLE 280-520G,Food,Pickle,South East,1992,.62
VEGETABLE PICKLE 280-520G,Food,Pickle,South West,1992,.62
VEGETABLE PICKLE 280-520G,Food,Pickle,East Anglia,1992,.62
VEGETABLE PICKLE 280-520G,Food,Pickle,East Midlands,1992,.62
VEGETABLE PICKLE 280-520G,Food,Pickle,West Midlands,1992,.62
VEGETABLE PICKLE 280-520G,Food,Pickle,Yorkshire & Humber,1992,.62
VEGETABLE PICKLE 280-520G,Food,Pickle,North West,1992,.62
VEGETABLE PICKLE 280-520G,Food,Pickle,North,1992,.62
VEGETABLE PICKLE 280-520G,Food,Pickle,Wales,1992,.58999997
VEGETABLE PICKLE 280-520G,Food,Pickle,Scotland,1992,.62
VEGETABLE PICKLE 280-520G,Food,Pickle,Northern Ireland,1992,.64999998
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,London,1992,4.1667318
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,South East,1992,4.1667318
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,South West,1992,4.1667318
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,East Anglia,1992,4.1667318
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,East Midlands,1992,4.1446857
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,West Midlands,1992,3.9242234
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,Yorkshire & Humber,1992,3.9462698
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,North West,1992,3.9462698
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,North,1992,3.9462698
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,Wales,1992,3.8360388
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,Scotland,1992,4.4974246
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,Northern Ireland,1992,5.0485797
FORTIFIED WINE  (70-75CL),Drink,Sherry,London,1992,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,South East,1992,5.29
FORTIFIED WINE  (70-75CL),Drink,Sherry,South West,1992,5.29
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Anglia,1992,5.1900001
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Midlands,1992,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,West Midlands,1992,4.8499999
FORTIFIED WINE  (70-75CL),Drink,Sherry,Yorkshire & Humber,1992,3.29
FORTIFIED WINE  (70-75CL),Drink,Sherry,North West,1992,3.49
FORTIFIED WINE  (70-75CL),Drink,Sherry,North,1992,3.99
FORTIFIED WINE  (70-75CL),Drink,Sherry,Wales,1992,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,Scotland,1992,5.1900001
FORTIFIED WINE  (70-75CL),Drink,Sherry,Northern Ireland,1992,3.99
MEN'S SOCKS,Presents,"Socks, man's",London,1992,1.99
MEN'S SOCKS,Presents,"Socks, man's",South East,1992,1.99
MEN'S SOCKS,Presents,"Socks, man's",South West,1992,2.75
MEN'S SOCKS,Presents,"Socks, man's",East Anglia,1992,2.99
MEN'S SOCKS,Presents,"Socks, man's",East Midlands,1992,2.5
MEN'S SOCKS,Presents,"Socks, man's",West Midlands,1992,2.29
MEN'S SOCKS,Presents,"Socks, man's",Yorkshire & Humber,1992,2.25
MEN'S SOCKS,Presents,"Socks, man's",North West,1992,1.99
MEN'S SOCKS,Presents,"Socks, man's",North,1992,2.25
MEN'S SOCKS,Presents,"Socks, man's",Wales,1992,1.99
MEN'S SOCKS,Presents,"Socks, man's",Scotland,1992,2.95
MEN'S SOCKS,Presents,"Socks, man's",Northern Ireland,1992,3.75
DRAUGHT STOUT PER PINT,Drink,Stout,London,1992,1.705
DRAUGHT STOUT PER PINT,Drink,Stout,South East,1992,1.72
DRAUGHT STOUT PER PINT,Drink,Stout,South West,1992,1.65
DRAUGHT STOUT PER PINT,Drink,Stout,East Anglia,1992,1.65
DRAUGHT STOUT PER PINT,Drink,Stout,East Midlands,1992,1.5599999
DRAUGHT STOUT PER PINT,Drink,Stout,West Midlands,1992,1.52
DRAUGHT STOUT PER PINT,Drink,Stout,Yorkshire & Humber,1992,1.54
DRAUGHT STOUT PER PINT,Drink,Stout,North West,1992,1.52
DRAUGHT STOUT PER PINT,Drink,Stout,North,1992,1.5
DRAUGHT STOUT PER PINT,Drink,Stout,Wales,1992,1.5
DRAUGHT STOUT PER PINT,Drink,Stout,Scotland,1992,1.47
DRAUGHT STOUT PER PINT,Drink,Stout,Northern Ireland,1992,1.4
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,London,1992,3.1199999
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,South East,1992,1.15
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,South West,1992,1.99
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,East Anglia,1992,3.25
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,East Midlands,1992,2.99
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,West Midlands,1992,1.1
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,Yorkshire & Humber,1992,1.15
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,North West,1992,1.55
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,North,1992,1.15
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,Wales,1992,1.15
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,Scotland,1992,1.15
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,Northern Ireland,1992,1.5
WHISKY-70 CL BOTTLE,Drink,Whisky,London,1992,10.59
WHISKY-70 CL BOTTLE,Drink,Whisky,South East,1992,10.79
WHISKY-70 CL BOTTLE,Drink,Whisky,South West,1992,10.99
WHISKY-70 CL BOTTLE,Drink,Whisky,East Anglia,1992,10.89
WHISKY-70 CL BOTTLE,Drink,Whisky,East Midlands,1992,11.19
WHISKY-70 CL BOTTLE,Drink,Whisky,West Midlands,1992,10.99
WHISKY-70 CL BOTTLE,Drink,Whisky,Yorkshire & Humber,1992,10.969999
WHISKY-70 CL BOTTLE,Drink,Whisky,North West,1992,10.92
WHISKY-70 CL BOTTLE,Drink,Whisky,North,1992,10.55
WHISKY-70 CL BOTTLE,Drink,Whisky,Wales,1992,10.67
WHISKY-70 CL BOTTLE,Drink,Whisky,Scotland,1992,10.95
WHISKY-70 CL BOTTLE,Drink,Whisky,Northern Ireland,1992,9.9899998
APPLES -COOKING-PER LB,Food,Apples,London,1993,.38999999
APPLES -COOKING-PER LB,Food,Apples,South East,1993,.38
APPLES -COOKING-PER LB,Food,Apples,South West,1993,.38
APPLES -COOKING-PER LB,Food,Apples,East Anglia,1993,.38999999
APPLES -COOKING-PER LB,Food,Apples,East Midlands,1993,.38999999
APPLES -COOKING-PER LB,Food,Apples,West Midlands,1993,.38999999
APPLES -COOKING-PER LB,Food,Apples,Yorkshire & Humber,1993,.38999999
APPLES -COOKING-PER LB,Food,Apples,North West,1993,.38
APPLES -COOKING-PER LB,Food,Apples,North,1993,.38999999
APPLES -COOKING-PER LB,Food,Apples,Wales,1993,.38999999
APPLES -COOKING-PER LB,Food,Apples,Scotland,1993,.38999999
APPLES -COOKING-PER LB,Food,Apples,Northern Ireland,1993,.28999999
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,London,1993,6.3713522
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,South East,1993,6.3713522
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,South West,1993,6.2611208
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,East Anglia,1993,6.3713522
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,East Midlands,1993,6.5256753
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,West Midlands,1993,6.591814
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,Yorkshire & Humber,1993,6.5697675
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,North West,1993,6.5256753
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,North,1993,6.2611208
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,Wales,1993,6.5036292
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,Scotland,1993,7.2311535
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,Northern Ireland,1993,6.6138601
DRAUGHT BITTER (PER PINT),Drink,Bitter,London,1993,1.55
DRAUGHT BITTER (PER PINT),Drink,Bitter,South East,1993,1.53
DRAUGHT BITTER (PER PINT),Drink,Bitter,South West,1993,1.49
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Anglia,1993,1.4450001
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Midlands,1993,1.345
DRAUGHT BITTER (PER PINT),Drink,Bitter,West Midlands,1993,1.28
DRAUGHT BITTER (PER PINT),Drink,Bitter,Yorkshire & Humber,1993,1.27
DRAUGHT BITTER (PER PINT),Drink,Bitter,North West,1993,1.22
DRAUGHT BITTER (PER PINT),Drink,Bitter,North,1993,1.29
DRAUGHT BITTER (PER PINT),Drink,Bitter,Wales,1993,1.29
DRAUGHT BITTER (PER PINT),Drink,Bitter,Scotland,1993,1.35
DRAUGHT BITTER (PER PINT),Drink,Bitter,Northern Ireland,1993,1.45
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,London,1993,9.25
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,South East,1993,9.9899998
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,South West,1993,9.25
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,East Anglia,1993,9.25
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,East Midlands,1993,9.25
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,West Midlands,1993,9.25
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,Yorkshire & Humber,1993,9.25
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,North West,1993,9.25
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,North,1993,9.25
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,Wales,1993,9.25
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,Scotland,1993,9.25
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,Northern Ireland,1993,9.25
BRANDY-68-70 CL BOTTLE,Drink,Brandy,London,1993,10.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South East,1993,9.9499998
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South West,1993,10.96
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Anglia,1993,10.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Midlands,1993,10.29
BRANDY-68-70 CL BOTTLE,Drink,Brandy,West Midlands,1993,10.29
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Yorkshire & Humber,1993,11.69
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North West,1993,10.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North,1993,10.15
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Wales,1993,11.29
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Scotland,1993,15.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Northern Ireland,1993,8.9899998
FRESH VEG-CABBAGE -WHOLE-PER L,Vegetables,Cabbage,London,1993,.27000001
FRESH VEG-CABBAGE -WHOLE-PER L,Vegetables,Cabbage,South East,1993,.28999999
FRESH VEG-CABBAGE -WHOLE-PER L,Vegetables,Cabbage,South West,1993,.28999999
FRESH VEG-CABBAGE -WHOLE-PER L,Vegetables,Cabbage,East Anglia,1993,.28999999
FRESH VEG-CABBAGE -WHOLE-PER L,Vegetables,Cabbage,East Midlands,1993,.30000001
FRESH VEG-CABBAGE -WHOLE-PER L,Vegetables,Cabbage,West Midlands,1993,.28999999
FRESH VEG-CABBAGE -WHOLE-PER L,Vegetables,Cabbage,Yorkshire & Humber,1993,.28999999
FRESH VEG-CABBAGE -WHOLE-PER L,Vegetables,Cabbage,North West,1993,.28999999
FRESH VEG-CABBAGE -WHOLE-PER L,Vegetables,Cabbage,North,1993,.30000001
FRESH VEG-CABBAGE -WHOLE-PER L,Vegetables,Cabbage,Wales,1993,.28
FRESH VEG-CABBAGE -WHOLE-PER L,Vegetables,Cabbage,Scotland,1993,.28999999
FRESH VEG-CABBAGE -WHOLE-PER L,Vegetables,Cabbage,Northern Ireland,1993,.25
FRESH VEG-CARROTS-PER LB,Vegetables,Carrots,London,1993,.22
FRESH VEG-CARROTS-PER LB,Vegetables,Carrots,South East,1993,.2
FRESH VEG-CARROTS-PER LB,Vegetables,Carrots,South West,1993,.2
FRESH VEG-CARROTS-PER LB,Vegetables,Carrots,East Anglia,1993,.215
FRESH VEG-CARROTS-PER LB,Vegetables,Carrots,East Midlands,1993,.19
FRESH VEG-CARROTS-PER LB,Vegetables,Carrots,West Midlands,1993,.19
FRESH VEG-CARROTS-PER LB,Vegetables,Carrots,Yorkshire & Humber,1993,.19
FRESH VEG-CARROTS-PER LB,Vegetables,Carrots,North West,1993,.18000001
FRESH VEG-CARROTS-PER LB,Vegetables,Carrots,North,1993,.19
FRESH VEG-CARROTS-PER LB,Vegetables,Carrots,Wales,1993,.19
FRESH VEG-CARROTS-PER LB,Vegetables,Carrots,Scotland,1993,.205
FRESH VEG-CARROTS-PER LB,Vegetables,Carrots,Northern Ireland,1993,.255
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,London,1993,4.2549167
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,South East,1993,4.0565009
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,South West,1993,4.3871937
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,East Anglia,1993,4.0565009
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,East Midlands,1993,3.8580849
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,West Midlands,1993,3.9462698
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,Yorkshire & Humber,1993,4.1667318
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,North West,1993,4.0565009
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,North,1993,3.8580849
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,Wales,1993,3.9462698
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,Scotland,1993,4.5194707
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,Northern Ireland,1993,3.9462698
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,London,1993,2.094389
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,South East,1993,2.105412
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,South West,1993,2.1605277
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,East Anglia,1993,2.1825738
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,East Midlands,1993,2.0723429
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,West Midlands,1993,2.0723429
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,Yorkshire & Humber,1993,1.9621117
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,North West,1993,2.1605277
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,North,1993,2.0723429
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,Wales,1993,2.1164351
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,Scotland,1993,2.1825738
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,Northern Ireland,1993,2.425082
5 CIGARS: SPECIFY BRAND,Presents,Cigars,London,1993,1.76
5 CIGARS: SPECIFY BRAND,Presents,Cigars,South East,1993,1.76
5 CIGARS: SPECIFY BRAND,Presents,Cigars,South West,1993,1.76
5 CIGARS: SPECIFY BRAND,Presents,Cigars,East Anglia,1993,1.65
5 CIGARS: SPECIFY BRAND,Presents,Cigars,East Midlands,1993,1.65
5 CIGARS: SPECIFY BRAND,Presents,Cigars,West Midlands,1993,1.64
5 CIGARS: SPECIFY BRAND,Presents,Cigars,Yorkshire & Humber,1993,1.63
5 CIGARS: SPECIFY BRAND,Presents,Cigars,North West,1993,1.61
5 CIGARS: SPECIFY BRAND,Presents,Cigars,North,1993,1.64
5 CIGARS: SPECIFY BRAND,Presents,Cigars,Wales,1993,1.76
5 CIGARS: SPECIFY BRAND,Presents,Cigars,Scotland,1993,1.6900001
5 CIGARS: SPECIFY BRAND,Presents,Cigars,Northern Ireland,1993,1.76
