description,type,name,year,region_s,price
WHISKY-70 CL BOTTLE,Drink,Whisky,1989,London,8.4899998
WHISKY-70 CL BOTTLE,Drink,Whisky,1989,South East,8.5900002
WHISKY-70 CL BOTTLE,Drink,Whisky,1989,South West,8.5900002
WHISKY-70 CL BOTTLE,Drink,Whisky,1989,East Anglia,8.5900002
WHISKY-70 CL BOTTLE,Drink,Whisky,1989,East Midlands,8.5900002
WHISKY-70 CL BOTTLE,Drink,Whisky,1989,West Midlands,8.5900002
WHISKY-70 CL BOTTLE,Drink,Whisky,1989,Yorkshire & Humber,8.4899998
WHISKY-70 CL BOTTLE,Drink,Whisky,1989,North West,8.3199997
WHISKY-70 CL BOTTLE,Drink,Whisky,1989,North,8.1899996
WHISKY-70 CL BOTTLE,Drink,Whisky,1989,Wales,7.8899999
WHISKY-70 CL BOTTLE,Drink,Whisky,1989,Scotland,8.3400002
WHISKY-70 CL BOTTLE,Drink,Whisky,1989,Northern Ireland,7.9399996
DRAUGHT BITTER (PER PINT),Drink,Bitter,1990,London,1.22
DRAUGHT BITTER (PER PINT),Drink,Bitter,1990,South East,1.16
DRAUGHT BITTER (PER PINT),Drink,Bitter,1990,South West,1.1
DRAUGHT BITTER (PER PINT),Drink,Bitter,1990,East Anglia,1.1
DRAUGHT BITTER (PER PINT),Drink,Bitter,1990,East Midlands,1.02
DRAUGHT BITTER (PER PINT),Drink,Bitter,1990,West Midlands,1
DRAUGHT BITTER (PER PINT),Drink,Bitter,1990,Yorkshire & Humber,1
DRAUGHT BITTER (PER PINT),Drink,Bitter,1990,North West,.98000002
DRAUGHT BITTER (PER PINT),Drink,Bitter,1990,North,1.01
DRAUGHT BITTER (PER PINT),Drink,Bitter,1990,Wales,.94999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,1990,Scotland,1.0599999
DRAUGHT BITTER (PER PINT),Drink,Bitter,1990,Northern Ireland,1.16
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1990,London,12.54
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1990,South East,8.9899998
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1990,South West,10.25
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1990,East Anglia,8.9899998
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1990,East Midlands,9.3900003
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1990,West Midlands,10.65
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1990,Yorkshire & Humber,9.1899996
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1990,North West,9.0900002
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1990,North,7.9899998
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1990,Wales,8.9899998
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1990,Scotland,12.5
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1990,Northern Ireland,7.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1990,London,3.6700001
FORTIFIED WINE  (70-75CL),Drink,Sherry,1990,South East,4.79
FORTIFIED WINE  (70-75CL),Drink,Sherry,1990,South West,4.5900002
FORTIFIED WINE  (70-75CL),Drink,Sherry,1990,East Anglia,3.49
FORTIFIED WINE  (70-75CL),Drink,Sherry,1990,East Midlands,3.895
FORTIFIED WINE  (70-75CL),Drink,Sherry,1990,West Midlands,2.99
FORTIFIED WINE  (70-75CL),Drink,Sherry,1990,Yorkshire & Humber,2.8900001
FORTIFIED WINE  (70-75CL),Drink,Sherry,1990,North West,2.99
FORTIFIED WINE  (70-75CL),Drink,Sherry,1990,North,3.45
FORTIFIED WINE  (70-75CL),Drink,Sherry,1990,Wales,3.95
FORTIFIED WINE  (70-75CL),Drink,Sherry,1990,Scotland,4.5999999
FORTIFIED WINE  (70-75CL),Drink,Sherry,1990,Northern Ireland,3.6900001
DRAUGHT STOUT PER PINT,Drink,Stout,1990,London,1.4
DRAUGHT STOUT PER PINT,Drink,Stout,1990,South East,1.38
DRAUGHT STOUT PER PINT,Drink,Stout,1990,South West,1.34
DRAUGHT STOUT PER PINT,Drink,Stout,1990,East Anglia,1.3200001
DRAUGHT STOUT PER PINT,Drink,Stout,1990,East Midlands,1.26
DRAUGHT STOUT PER PINT,Drink,Stout,1990,West Midlands,1.25
DRAUGHT STOUT PER PINT,Drink,Stout,1990,Yorkshire & Humber,1.26
DRAUGHT STOUT PER PINT,Drink,Stout,1990,North West,1.24
DRAUGHT STOUT PER PINT,Drink,Stout,1990,North,1.22
DRAUGHT STOUT PER PINT,Drink,Stout,1990,Wales,1.1900001
DRAUGHT STOUT PER PINT,Drink,Stout,1990,Scotland,1.2
DRAUGHT STOUT PER PINT,Drink,Stout,1990,Northern Ireland,1.15
WHISKY-70 CL BOTTLE,Drink,Whisky,1990,London,9.3900003
WHISKY-70 CL BOTTLE,Drink,Whisky,1990,South East,9.25
WHISKY-70 CL BOTTLE,Drink,Whisky,1990,South West,9.4499998
WHISKY-70 CL BOTTLE,Drink,Whisky,1990,East Anglia,8.9899998
WHISKY-70 CL BOTTLE,Drink,Whisky,1990,East Midlands,9.4899998
WHISKY-70 CL BOTTLE,Drink,Whisky,1990,West Midlands,9.4899998
WHISKY-70 CL BOTTLE,Drink,Whisky,1990,Yorkshire & Humber,9.2399998
WHISKY-70 CL BOTTLE,Drink,Whisky,1990,North West,9.1499996
WHISKY-70 CL BOTTLE,Drink,Whisky,1990,North,8.79
WHISKY-70 CL BOTTLE,Drink,Whisky,1990,Wales,8.6899996
WHISKY-70 CL BOTTLE,Drink,Whisky,1990,Scotland,9.1499996
WHISKY-70 CL BOTTLE,Drink,Whisky,1990,Northern Ireland,8.79
DRAUGHT BITTER (PER PINT),Drink,Bitter,1991,London,1.4
DRAUGHT BITTER (PER PINT),Drink,Bitter,1991,South East,1.34
DRAUGHT BITTER (PER PINT),Drink,Bitter,1991,South West,1.3
DRAUGHT BITTER (PER PINT),Drink,Bitter,1991,East Anglia,1.3
DRAUGHT BITTER (PER PINT),Drink,Bitter,1991,East Midlands,1.2
DRAUGHT BITTER (PER PINT),Drink,Bitter,1991,West Midlands,1.14
DRAUGHT BITTER (PER PINT),Drink,Bitter,1991,Yorkshire & Humber,1.14
DRAUGHT BITTER (PER PINT),Drink,Bitter,1991,North West,1.1
DRAUGHT BITTER (PER PINT),Drink,Bitter,1991,North,1.14
DRAUGHT BITTER (PER PINT),Drink,Bitter,1991,Wales,1.13
DRAUGHT BITTER (PER PINT),Drink,Bitter,1991,Scotland,1.1900001
DRAUGHT BITTER (PER PINT),Drink,Bitter,1991,Northern Ireland,1.3
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1991,London,10.59
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1991,South East,9.9899998
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1991,South West,11.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1991,East Anglia,9.9899998
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1991,East Midlands,10.65
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1991,West Midlands,10.95
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1991,Yorkshire & Humber,10.74
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1991,North West,10.45
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1991,North,9.7999992
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1991,Wales,10.59
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1991,Scotland,14.45
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1991,Northern Ireland,8.8900003
FORTIFIED WINE  (70-75CL),Drink,Sherry,1991,London,4.8899999
FORTIFIED WINE  (70-75CL),Drink,Sherry,1991,South East,5.1399999
FORTIFIED WINE  (70-75CL),Drink,Sherry,1991,South West,5.0900002
FORTIFIED WINE  (70-75CL),Drink,Sherry,1991,East Anglia,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1991,East Midlands,4.8899999
FORTIFIED WINE  (70-75CL),Drink,Sherry,1991,West Midlands,3.79
FORTIFIED WINE  (70-75CL),Drink,Sherry,1991,Yorkshire & Humber,3.55
FORTIFIED WINE  (70-75CL),Drink,Sherry,1991,North West,3.0899999
FORTIFIED WINE  (70-75CL),Drink,Sherry,1991,North,3.6900001
FORTIFIED WINE  (70-75CL),Drink,Sherry,1991,Wales,3.99
FORTIFIED WINE  (70-75CL),Drink,Sherry,1991,Scotland,4.6900001
FORTIFIED WINE  (70-75CL),Drink,Sherry,1991,Northern Ireland,3.79
DRAUGHT STOUT PER PINT,Drink,Stout,1991,London,1.6
DRAUGHT STOUT PER PINT,Drink,Stout,1991,South East,1.6
DRAUGHT STOUT PER PINT,Drink,Stout,1991,South West,1.52
DRAUGHT STOUT PER PINT,Drink,Stout,1991,East Anglia,1.52
DRAUGHT STOUT PER PINT,Drink,Stout,1991,East Midlands,1.46
DRAUGHT STOUT PER PINT,Drink,Stout,1991,West Midlands,1.42
DRAUGHT STOUT PER PINT,Drink,Stout,1991,Yorkshire & Humber,1.42
DRAUGHT STOUT PER PINT,Drink,Stout,1991,North West,1.41
DRAUGHT STOUT PER PINT,Drink,Stout,1991,North,1.4
DRAUGHT STOUT PER PINT,Drink,Stout,1991,Wales,1.4
DRAUGHT STOUT PER PINT,Drink,Stout,1991,Scotland,1.35
DRAUGHT STOUT PER PINT,Drink,Stout,1991,Northern Ireland,1.3
WHISKY-70 CL BOTTLE,Drink,Whisky,1991,London,9.9899998
WHISKY-70 CL BOTTLE,Drink,Whisky,1991,South East,10.19
WHISKY-70 CL BOTTLE,Drink,Whisky,1991,South West,10.59
WHISKY-70 CL BOTTLE,Drink,Whisky,1991,East Anglia,10.19
WHISKY-70 CL BOTTLE,Drink,Whisky,1991,East Midlands,10.69
WHISKY-70 CL BOTTLE,Drink,Whisky,1991,West Midlands,10.59
WHISKY-70 CL BOTTLE,Drink,Whisky,1991,Yorkshire & Humber,10.59
WHISKY-70 CL BOTTLE,Drink,Whisky,1991,North West,10.49
WHISKY-70 CL BOTTLE,Drink,Whisky,1991,North,10.049999
WHISKY-70 CL BOTTLE,Drink,Whisky,1991,Wales,9.9300003
WHISKY-70 CL BOTTLE,Drink,Whisky,1991,Scotland,10.69
WHISKY-70 CL BOTTLE,Drink,Whisky,1991,Northern Ireland,9.6899996
DRAUGHT BITTER (PER PINT),Drink,Bitter,1992,London,1.48
DRAUGHT BITTER (PER PINT),Drink,Bitter,1992,South East,1.45
DRAUGHT BITTER (PER PINT),Drink,Bitter,1992,South West,1.4
DRAUGHT BITTER (PER PINT),Drink,Bitter,1992,East Anglia,1.38
DRAUGHT BITTER (PER PINT),Drink,Bitter,1992,East Midlands,1.28
DRAUGHT BITTER (PER PINT),Drink,Bitter,1992,West Midlands,1.2
DRAUGHT BITTER (PER PINT),Drink,Bitter,1992,Yorkshire & Humber,1.2
DRAUGHT BITTER (PER PINT),Drink,Bitter,1992,North West,1.1799999
DRAUGHT BITTER (PER PINT),Drink,Bitter,1992,North,1.23
DRAUGHT BITTER (PER PINT),Drink,Bitter,1992,Wales,1.23
DRAUGHT BITTER (PER PINT),Drink,Bitter,1992,Scotland,1.28
DRAUGHT BITTER (PER PINT),Drink,Bitter,1992,Northern Ireland,1.4
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1992,London,10.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1992,South East,10.79
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1992,South West,10.59
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1992,East Anglia,10.73
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1992,East Midlands,10.87
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1992,West Midlands,10.79
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1992,Yorkshire & Humber,11.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1992,North West,10.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1992,North,10.29
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1992,Wales,11.29
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1992,Scotland,15.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1992,Northern Ireland,13.49
FORTIFIED WINE  (70-75CL),Drink,Sherry,1992,London,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1992,South East,5.29
FORTIFIED WINE  (70-75CL),Drink,Sherry,1992,South West,5.29
FORTIFIED WINE  (70-75CL),Drink,Sherry,1992,East Anglia,5.1900001
FORTIFIED WINE  (70-75CL),Drink,Sherry,1992,East Midlands,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1992,West Midlands,4.8499999
FORTIFIED WINE  (70-75CL),Drink,Sherry,1992,Yorkshire & Humber,3.29
FORTIFIED WINE  (70-75CL),Drink,Sherry,1992,North West,3.49
FORTIFIED WINE  (70-75CL),Drink,Sherry,1992,North,3.99
FORTIFIED WINE  (70-75CL),Drink,Sherry,1992,Wales,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1992,Scotland,5.1900001
FORTIFIED WINE  (70-75CL),Drink,Sherry,1992,Northern Ireland,3.99
DRAUGHT STOUT PER PINT,Drink,Stout,1992,London,1.705
DRAUGHT STOUT PER PINT,Drink,Stout,1992,South East,1.72
DRAUGHT STOUT PER PINT,Drink,Stout,1992,South West,1.65
DRAUGHT STOUT PER PINT,Drink,Stout,1992,East Anglia,1.65
DRAUGHT STOUT PER PINT,Drink,Stout,1992,East Midlands,1.5599999
DRAUGHT STOUT PER PINT,Drink,Stout,1992,West Midlands,1.52
DRAUGHT STOUT PER PINT,Drink,Stout,1992,Yorkshire & Humber,1.54
DRAUGHT STOUT PER PINT,Drink,Stout,1992,North West,1.52
DRAUGHT STOUT PER PINT,Drink,Stout,1992,North,1.5
DRAUGHT STOUT PER PINT,Drink,Stout,1992,Wales,1.5
DRAUGHT STOUT PER PINT,Drink,Stout,1992,Scotland,1.47
DRAUGHT STOUT PER PINT,Drink,Stout,1992,Northern Ireland,1.4
WHISKY-70 CL BOTTLE,Drink,Whisky,1992,London,10.59
WHISKY-70 CL BOTTLE,Drink,Whisky,1992,South East,10.79
WHISKY-70 CL BOTTLE,Drink,Whisky,1992,South West,10.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1992,East Anglia,10.89
WHISKY-70 CL BOTTLE,Drink,Whisky,1992,East Midlands,11.19
WHISKY-70 CL BOTTLE,Drink,Whisky,1992,West Midlands,10.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1992,Yorkshire & Humber,10.969999
WHISKY-70 CL BOTTLE,Drink,Whisky,1992,North West,10.92
WHISKY-70 CL BOTTLE,Drink,Whisky,1992,North,10.55
WHISKY-70 CL BOTTLE,Drink,Whisky,1992,Wales,10.67
WHISKY-70 CL BOTTLE,Drink,Whisky,1992,Scotland,10.95
WHISKY-70 CL BOTTLE,Drink,Whisky,1992,Northern Ireland,9.9899998
DRAUGHT BITTER (PER PINT),Drink,Bitter,1993,London,1.55
DRAUGHT BITTER (PER PINT),Drink,Bitter,1993,South East,1.53
DRAUGHT BITTER (PER PINT),Drink,Bitter,1993,South West,1.49
DRAUGHT BITTER (PER PINT),Drink,Bitter,1993,East Anglia,1.4450001
DRAUGHT BITTER (PER PINT),Drink,Bitter,1993,East Midlands,1.345
DRAUGHT BITTER (PER PINT),Drink,Bitter,1993,West Midlands,1.28
DRAUGHT BITTER (PER PINT),Drink,Bitter,1993,Yorkshire & Humber,1.27
DRAUGHT BITTER (PER PINT),Drink,Bitter,1993,North West,1.22
DRAUGHT BITTER (PER PINT),Drink,Bitter,1993,North,1.29
DRAUGHT BITTER (PER PINT),Drink,Bitter,1993,Wales,1.29
DRAUGHT BITTER (PER PINT),Drink,Bitter,1993,Scotland,1.35
DRAUGHT BITTER (PER PINT),Drink,Bitter,1993,Northern Ireland,1.45
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1993,London,10.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1993,South East,9.9499998
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1993,South West,10.96
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1993,East Anglia,10.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1993,East Midlands,10.29
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1993,West Midlands,10.29
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1993,Yorkshire & Humber,11.69
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1993,North West,10.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1993,North,10.15
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1993,Wales,11.29
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1993,Scotland,15.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1993,Northern Ireland,8.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1993,London,4.5900002
FORTIFIED WINE  (70-75CL),Drink,Sherry,1993,South East,5.4499998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1993,South West,5.29
FORTIFIED WINE  (70-75CL),Drink,Sherry,1993,East Anglia,5.3499999
FORTIFIED WINE  (70-75CL),Drink,Sherry,1993,East Midlands,4.6900001
FORTIFIED WINE  (70-75CL),Drink,Sherry,1993,West Midlands,4.6900001
FORTIFIED WINE  (70-75CL),Drink,Sherry,1993,Yorkshire & Humber,4.5900002
FORTIFIED WINE  (70-75CL),Drink,Sherry,1993,North West,3.6900001
FORTIFIED WINE  (70-75CL),Drink,Sherry,1993,North,4.1900001
FORTIFIED WINE  (70-75CL),Drink,Sherry,1993,Wales,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1993,Scotland,4.5900002
FORTIFIED WINE  (70-75CL),Drink,Sherry,1993,Northern Ireland,4.29
DRAUGHT STOUT PER PINT,Drink,Stout,1993,London,1.79
DRAUGHT STOUT PER PINT,Drink,Stout,1993,South East,1.8
DRAUGHT STOUT PER PINT,Drink,Stout,1993,South West,1.75
DRAUGHT STOUT PER PINT,Drink,Stout,1993,East Anglia,1.735
DRAUGHT STOUT PER PINT,Drink,Stout,1993,East Midlands,1.66
DRAUGHT STOUT PER PINT,Drink,Stout,1993,West Midlands,1.64
DRAUGHT STOUT PER PINT,Drink,Stout,1993,Yorkshire & Humber,1.62
DRAUGHT STOUT PER PINT,Drink,Stout,1993,North West,1.62
DRAUGHT STOUT PER PINT,Drink,Stout,1993,North,1.6
DRAUGHT STOUT PER PINT,Drink,Stout,1993,Wales,1.62
DRAUGHT STOUT PER PINT,Drink,Stout,1993,Scotland,1.55
DRAUGHT STOUT PER PINT,Drink,Stout,1993,Northern Ireland,1.45
WHISKY-70 CL BOTTLE,Drink,Whisky,1993,London,10.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1993,South East,10.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1993,South West,11.25
WHISKY-70 CL BOTTLE,Drink,Whisky,1993,East Anglia,10.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1993,East Midlands,10.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1993,West Midlands,10.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1993,Yorkshire & Humber,10.99
WHISKY-70 CL BOTTLE,Drink,Whisky,1993,North West,10.95
