year,Industry,entryRate,growRate,exitRate,shrinkRate
2005,Recreation & culture,0.070697377,0.085338845,0.094738914,0.072530636
2006,Construction,0.098346656,0.086181898,0.116250294,0.080803595
2006,Hospitality,0.124003484,0.130046091,0.176378791,0.144798761
2006,Other service,0.069125182,0.087865787,0.157517638,0.106090697
2006,Other,0.047183222,0.052781638,0.112251825,0.091088057
2006,Transport,0.110445775,0.093778255,0.129825818,0.094409472
2006,IT,0.118230055,0.112390255,0.086091238,0.072388024
2006,Other business,0.130405403,0.114033563,0.099011411,0.073395716
2006,Manufacturing,0.064087726,0.08887721,0.161669009,0.158261784
2006,Retail,0.085366855,0.102977984,0.140971163,0.106747474
2006,Recreation & culture,0.077950867,0.083668476,0.115527183,0.096714798
2006,Automotive,0.072390256,0.079291127,0.15795604,0.116262759
2006,Wholesale,0.066445958,0.085442431,0.153714653,0.121800912
2007,Manufacturing,0.068109786,0.102866689,0.14890907,0.135360573
2007,Retail,0.084819997,0.123068925,0.123636442,0.099614435
2007,IT,0.16402291,0.115921941,0.078139323,0.058675995
2007,Transport,0.082858455,0.144912991,0.121506456,0.085767261
2007,Other,0.046325096,0.081598706,0.161632734,0.079168138
2007,Automotive,0.070580755,0.095541481,0.136885021,0.104281475
2007,Recreation & culture,0.08040649,0.095893504,0.1061746,0.087216973
2007,Construction,0.109842802,0.109457914,0.154108503,0.068385359
2007,Other service,0.061471976,0.113396834,0.1373418,0.112713322
2007,Other business,0.139480426,0.171664953,0.088048498,0.066738467
2007,Hospitality,0.110186394,0.164288258,0.159996438,0.157342989
2007,Wholesale,0.070128762,0.095169967,0.139002535,0.10691666
2008,Recreation & culture,0.073912278,0.095296812,0.129082262,0.086677236
2008,Manufacturing,0.061142541,0.095996802,0.183765834,0.138131841
2008,Other service,0.037466428,0.116304834,0.189491943,0.114693375
2008,Wholesale,0.067084337,0.093272068,0.164145953,0.110100376
2008,Other business,0.090143539,0.174019257,0.119652199,0.074957336
2008,Other,0.043238546,0.066161204,0.132399305,0.094766467
2008,Automotive,0.065017444,0.089666984,0.161573105,0.106539803
2008,Hospitality,0.088246531,0.150057923,0.206354292,0.16822977
2008,Transport,0.06163588,0.128442429,0.155700851,0.101202743
2008,Construction,0.075587434,0.1156543,0.136360934,0.07322336
2008,Retail,0.079026852,0.114166305,0.151932379,0.105659989
2008,IT,0.098072075,0.135413783,0.106378328,0.062085598
2009,IT,0.089664337,0.134153079,0.091329212,0.058987338
2009,Hospitality,0.080860297,0.138470866,0.202699598,0.180202948
2009,Recreation & culture,0.0703732,0.097831325,0.112935645,0.092553629
2009,Automotive,0.063417857,0.089460847,0.133543371,0.111032065
2009,Manufacturing,0.05551844,0.107371608,0.146335035,0.143160101
2009,Other business,0.086057728,0.143646232,0.100158006,0.082690946
2009,Construction,0.060337284,0.124617828,0.105153607,0.079614245
2009,Retail,0.079514825,0.109364756,0.13788519,0.104588585
2009,Transport,0.057483858,0.131618079,0.121483076,0.108569752
2009,Other service,0.03200019,0.10337608,0.156444053,0.119970974
2009,Other,0.03840475,0.063806925,0.126852403,0.0930202
2009,Wholesale,0.068733108,0.100766629,0.138528617,0.116209692
2010,Transport,0.071006283,0.114718303,0.116180863,0.112493563
2010,Hospitality,0.080107721,0.130119216,0.164695064,0.188111268
2010,Wholesale,0.076070978,0.094870376,0.122611162,0.123545079
2010,Construction,0.066792461,0.124911844,0.067242621,0.089049112
2010,Other service,0.023942548,0.098343984,0.129091388,0.132832804
2010,Manufacturing,0.058969299,0.101141321,0.129128266,0.147343412
2010,Retail,0.087179913,0.103732069,0.130417352,0.110026681
2010,Other,0.043654953,0.060689029,0.090744102,0.101015395
2010,Recreation & culture,0.079716782,0.097200695,0.091705415,0.101157766
2010,Automotive,0.067028706,0.085631387,0.127381503,0.106763211
2010,Other business,0.090039175,0.125236853,0.090424728,0.08767936
2010,IT,0.124735272,0.122885906,0.069962714,0.066726324
2011,Automotive,0.070148714,0.076977693,0.196129815,0.106217081
2011,Other,0.046559635,0.053496452,0.141778256,0.107935469
2011,Hospitality,0.094006098,0.118618287,0.254390726,0.171849767
2011,Other service,0.046668689,0.08730923,0.224650776,0.128978644
2011,Other business,0.107275167,0.104900915,0.134005845,0.088701384
2011,Retail,0.088683723,0.097001305,0.177260632,0.109586814
2011,Recreation & culture,0.085539118,0.086769981,0.123625536,0.104435796
2011,Manufacturing,0.0630692,0.084253203,0.190880892,0.13703133
2011,Construction,0.073592649,0.101527802,0.126402643,0.102799008
2011,IT,0.128220029,0.095045091,0.128896768,0.069726215
2011,Transport,0.074930836,0.100425622,0.16343903,0.108959353
2011,Wholesale,0.072313543,0.087769872,0.177327212,0.117674891
2012,Manufacturing,0.070172826,0.092525561,0.180233499,0.137658402
2012,Other,0.04916306,0.057501927,0.116854816,0.09529207
2012,Recreation & culture,0.083235267,0.094426089,0.123902417,0.09997058
2012,IT,0.120339576,0.108154071,0.097346893,0.075252522
2012,Hospitality,0.094241534,0.143847674,0.238874395,0.179934652
2012,Wholesale,0.076489351,0.093727124,0.169257852,0.123941158
2012,Retail,0.088620443,0.110591213,0.160422574,0.121633493
2012,Automotive,0.067418125,0.092469532,0.164765033,0.123012689
2012,Other service,0.044374424,0.109647047,0.179091837,0.149251501
2012,Construction,0.071657758,0.116034644,0.122643316,0.103502673
2012,Other business,0.112382716,0.114740986,0.105036488,0.095412877
2012,Transport,0.090398964,0.115722185,0.14692401,0.112556782
2013,Construction,0.098935026,0.104972796,0.089954413,0.059396755
2013,Other,0.055007188,0.057641575,0.127187912,0.091903428
2013,Other service,0.069584606,0.090850507,0.172588898,0.113675908
2013,Manufacturing,0.083725992,0.090627143,0.136255261,0.089815613
2013,Retail,0.102937713,0.107580259,0.145698964,0.089123306
2013,Transport,0.119982496,0.107053348,0.121354975,0.077753909
2013,Hospitality,0.115662772,0.131101664,0.220936521,0.141302024
2013,Automotive,0.076367867,0.09016537,0.133246604,0.080395787
2013,Other business,0.139178592,0.108924591,0.10832019,0.068127529
2013,Wholesale,0.083636206,0.094087471,0.126206417,0.080201722
2013,Recreation & culture,0.095409234,0.095409234,0.108553969,0.072383967
2013,IT,0.147929374,0.104685019,0.09856602,0.054910304
2014,Transport,0.183534095,0.097206493,0.108617317,0.069219946
2014,Other service,0.075474282,0.091881193,0.155853209,0.122541453
2014,Other,0.058272464,0.056723718,0.107990808,0.085670859
2014,IT,0.143640501,0.1033608,0.090326337,0.058072872
2014,Other business,0.138153713,0.108257748,0.098337907,0.067879126
2014,Construction,0.103016572,0.100071258,0.091571504,0.059487311
2014,Wholesale,0.074738702,0.091352137,0.12458771,0.079969018
2014,Manufacturing,0.08564724,0.087844441,0.132361088,0.084557977
2014,Recreation & culture,0.095390518,0.088946359,0.104770586,0.074574187
2014,Automotive,0.074404468,0.084486508,0.128681922,0.082830879
2014,Retail,0.084212586,0.114018445,0.141367402,0.09387185
2014,Hospitality,0.10901699,0.137075243,0.212184466,0.142408981
2015,Hospitality,0.107679426,0.133871881,0.159510126,0.199154227
2015,IT,0.141362482,0.090592548,0.077472478,0.066580871
2015,Other,0.062048261,0.05351267,0.090871699,0.087602301
2015,Other service,0.070833282,0.089631345,0.106881478,0.163065149
2015,Transport,0.17256388,0.096744738,0.093290112,0.073932034
2015,Construction,0.109416453,0.08959806,0.078800453,0.067866167
2015,Other business,0.13226712,0.104128004,0.080856006,0.077862203
2015,Retail,0.088268919,0.102130661,0.11555447,0.119578846
2015,Wholesale,0.072730765,0.087311843,0.108231761,0.091502811
2015,Manufacturing,0.087084962,0.081232114,0.112256516,0.100169246
2015,Recreation & culture,0.094744937,0.08084081,0.086531659,0.08786465
2015,Automotive,0.078481753,0.081355561,0.100753766,0.10586817
2016,Recreation & culture,0.085223875,0.084037718,0.092789362,0.080060604
2016,Other business,0.141784725,0.114350557,0.091232121,0.062316718
2016,Manufacturing,0.081583013,0.085186258,0.118786364,0.088379083
2016,Automotive,0.081841767,0.083817299,0.123780169,0.088411006
2016,Other,0.083270599,0.06068636,0.091785694,0.082517791
2016,Construction,0.11091043,0.092832591,0.091637307,0.059787292
2016,IT,0.121317772,0.096118847,0.088944851,0.057021628
2016,Wholesale,0.068507139,0.085198162,0.121053929,0.083138194
2016,Retail,0.103150095,0.100443018,0.130878372,0.101041567
2016,Other service,0.063290668,0.09858858,0.13961651,0.125675944
2016,Transport,0.168421904,0.105206381,0.106500897,0.063566121
2016,Hospitality,0.114315626,0.13863143,0.18640539,0.154607345
2017,Other service,0.06970835,0.098216388,0.135078521,0.123328251
2017,Retail,0.115763579,0.111638841,0.120744725,0.09770474
2017,Recreation & culture,0.084480989,0.097013191,0.097226258,0.078544173
2017,Transport,0.091065246,0.162269519,0.102391369,0.072465713
2017,Construction,0.097962425,0.101480176,0.092097396,0.059744836
2017,Other business,0.104130178,0.149581928,0.088932801,0.066498386
2017,Automotive,0.074680961,0.088369147,0.121152763,0.086691846
2017,IT,0.104512624,0.108309155,0.084171862,0.05936066
2017,Other,0.070510519,0.071015182,0.0999298,0.079856494
2017,Hospitality,0.118370115,0.139053735,0.178438963,0.162542306
2017,Wholesale,0.067771538,0.087453718,0.11837653,0.085602424
2017,Manufacturing,0.074407137,0.093664325,0.123270003,0.088019149
2018,Manufacturing,0.079108552,0.090230874,0.117187964,0.091673096
2018,Other business,0.106246955,0.127098045,0.089215545,0.06899718
2018,Other service,0.070307176,0.094606148,0.130453639,0.134059453
2018,Construction,0.096546162,0.100775289,0.094586472,0.065737015
2018,Wholesale,0.073707283,0.083069332,0.118405523,0.087843534
2018,Transport,0.143236254,0.136141463,0.093207144,0.073100722
2018,Recreation & culture,0.085416587,0.089662973,0.097571029,0.078352057
2018,Automotive,0.077276045,0.088457839,0.116997486,0.092664048
2018,IT,0.110446024,0.101601437,0.083325322,0.061188555
2018,Other,0.063398173,0.078965967,0.10124797,0.074088695
2018,Retail,0.124378466,0.117672859,0.114509837,0.099188158
2018,Hospitality,0.121844767,0.140112425,0.16995092,0.170126407
2019,Automotive,0.074118965,0.105152423,0.110446635,0.091968349
2019,Manufacturing,0.075469477,0.100335551,0.111744275,0.092023312
2019,Other service,0.076320676,0.103381713,0.121646386,0.132495235
2019,Hospitality,0.130812016,0.147733109,0.164348235,0.16457771
2019,Wholesale,0.072464791,0.102378454,0.110280176,0.088083039
2019,IT,0.090008109,0.120611466,0.079036149,0.064460262
2019,Recreation & culture,0.084694964,0.101781479,0.087972213,0.086917144
2019,Other business,0.096777106,0.134484924,0.084291282,0.07525421
2019,Transport,0.182218687,0.124836321,0.101645965,0.071235391
2019,Construction,0.094254798,0.111906904,0.085963522,0.069151567
2019,Other,0.074258822,0.08757841,0.085886437,0.074261955
2019,Retail,0.114070229,0.13680341,0.107316288,0.099204958
